DrugBank ID	SMILES
DB06699	CC(C)C[C@H](NC(=O)[C@@H](CC1=CC=C(NC(N)=O)C=C1)NC(=O)[C@H](CC1=CC=C(NC(=O)[C@@H]2CC(=O)NC(=O)N2)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CC=CN=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC=C2C=CC=CC2=C1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O
DB01160	NC(CO)(CO)CO.CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O
DB01255	C[C@@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CCCCN
DB00310	NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12
DB08393	OCCNC1=NC=NC2=C1C(=C(O2)C1=CC=CC=C1)C1=CC=CC=C1
DB01780	[H]\C1=C2/[C@@]([H])(COC)CC[C@@]2([H])[C@@]([H])(C)[C@@]([H])(O)[C@]([H])(O[C@@]2([H])O[C@]([H])(COC(C)(C)C=C)[C@@]([H])(O)[C@]([H])(OC(C)=O)[C@@]2([H])O)C2=C(C[C@]([H])(O)[C@]12C)[C@]([H])(C)COC(C)=O
DB08094	COC1=C(C(=O)C2=CN=C(NC3CCN(CC3)S(C)(=O)=O)N=C2N)C(F)=C(F)C=C1
DB01388	COCC(=O)O[C@]1(CCN(C)CCCC2=NC3=CC=CC=C3N2)CCC2=C(C=CC(F)=C2)[C@@H]1C(C)C
DB07189	[H][C@@]1(C[C@@]11C[C@]([H])(NC1=O)C1=CC=C(OCC2=CC(=NC3=C2C=CC=C3)C2=CC=CC=C2)C=C1)C(O)=O
DB02211	[H][C@]1(CCC2=C1C=CC=C2)N(C)CC#C
DB03932	[H][C@](C)(CC)C(=O)O[C@@]1([H])C[C@@]([H])(C)C=C2C=C[C@]([H])(C)[C@]([H])(CC[C@@]3([H])C[C@@]([H])(O)CC(=O)N3CC3=CC4=C(C=C3)C(CO)=C(OC)C=C4)[C@@]12[H]
DB06626	CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1
DB08492	CCCCCCC#CC1=CC=CC=C1\C=C\C(O)=O
DB08787	NC1=NC(=C(C=N1)\N=N\C1=CC=CC=C1)C1=C(Cl)C=C(Cl)C=C1
DB08230	OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC(O)=C(O)C(O)=C1
DB02359	CCCCN1C(CC2=CC(OC)=CC=C2OC)=NC2=C(N)N=CN=C12
DB08083	NS(=O)(=O)C1=CC=C2NC(=NC2=C1)C1=CSC=N1
DB00732	[O-]S(=O)(=O)C1=CC=CC=C1.[O-]S(=O)(=O)C1=CC=CC=C1.COC1=CC2=C(C=C1OC)C(CC1=CC(OC)=C(OC)C=C1)[N+](C)(CCC(=O)OCCCCCOC(=O)CC[N+]1(C)CCC3=C(C=C(OC)C(OC)=C3)C1CC1=CC(OC)=C(OC)C=C1)CC2
DB07239	CN1C=NC2=CC(C#N)=C(C(CN)=C12)C1=C(Cl)C=CC=C1
DB01656	FC(F)OC1=C(OCC2CC2)C=C(C=C1)C(=O)NC1=C(Cl)C=NC=C1Cl
DB00964	NC1=CC(Cl)=C(NC2=NCCN2)C(Cl)=C1
DB08677	CC(C)C1=CN\C(S1)=N\C(=O)CC1=CC=CN=C1
DB00373	[H][C@](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1
DB04652	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])[C@@]([H])(O)C[C@]12C)C(=O)CO
DB06871	[H][C@@]12CC[C@@](C)(O)[C@@]1(C)CCC1=C2C=CC2=CC(O)=CC=C12
DB04505	COC1=C(OC)C(OC)=C(Cl)C(CC2=NC3=C(N)N=CN=C3N2CCCC#C)=C1
DB07790	COCCNS(=O)(=O)C1=CC=C(NC2=NC(=CC=N2)C2=CN=C(C)N2C(C)C)C=C1
DB01223	NCCN.CN1C2=C(NC=N2)C(=O)N(C)C1=O.CN1C2=C(NC=N2)C(=O)N(C)C1=O
DB02598	CC(=O)N[C@@H](CC1=CC(I)=C(O)C(I)=C1)C(=O)NCC(O)=O
DB04961	[H][C@]1(CO)OC[C@]([H])(O1)N1C=CC(=N)N=C1O
DB00486	[H][C@@]12CC(=O)CC[C@@]1([H])C(C)(C)OC1=CC(=CC(O)=C21)C(C)(C)CCCCCC
DB01614	CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O
DB03523	CC1=C(N=C2C=CC(F)=CC2=C1C(O)=O)C1=CC=C(C=C1)C1=CC=CC=C1F
DB04915	OC1=CC=C(C=C1)C1=CC2=C(OC1)C=C(O)C=C2
DB04889	CC1=CC=C(C=C1)C12CC1CNC2
DB03459	[H][C@@](CC(O)=O)(N=C(O)CP(O)(O)=O)C(O)=O
DB04837	CN(C)CCC(O)(C1=CC=CC=C1)C1=CC=CC=C1Cl
DB04790	[H][C@]1(CO[C@]2([H])[C@]([H])(CO[C@]12[H])OC1=CC=CC(=C1)C(N)=N)OC1=CC(=CC=C1)C(N)=N
DB01117	OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O
DB03611	[H]\C(OC)=C(/[H])[C@]([H])(N)C(O)=O
DB08024	[H][C@](N)(CC1=CC=C(C=C1)C1=CC=CC=C1)C(=O)N1CCC[C@@]1([H])CN
DB08029	OCCN(CC(=O)NO)S(=O)(=O)C1=CC=C(C=C1)C1=CC=CC=C1
DB07793	[H][C@@]1(Cl)SC2=NC(=CC2=C1)C(=O)N[C@@]1([H])CC2=C(C=CC=C2)N(CC(N)=O)C1=O
DB08326	OC1=CC2=C(C=C1)N=C(S2)C1=NC(=O)CS1
DB08487	NC(=N)C1=CC(CN2CCN(CC2=O)S(=O)(=O)C2=CC3=C(S2)C=C(Cl)C=C3)=CC=C1
DB02375	OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1
DB06094	COCCOC1C(O)C(COP(O)(=S)OC2C(COP(O)(=S)OC3C(COP(O)(=S)OC4C(COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5C(COP(O)(=S)OC6C(COP(O)(=S)OC7C(COP(O)(=S)OC8C(CO)OC(C8OCCOC)N8C=NC9=C8NC(=N)N=C9O)OC(C7OCCOC)N7C=NC8=C7NC(=N)N=C8O)OC(C6OCCOC)N6C=NC7=C6NC(=N)N=C7O)OC(C5OCCOC)N5C=NC6=C(N)N=CN=C56)N5C=C(C)C(=N)N=C5O)N5C=NC6=C5NC(=N)N=C6O)N5C=C(C)C(=N)N=C5O)N5C=NC6=C5NC(=N)N=C6O)N5C=NC6=C5NC(=N)N=C6O)N5C=C(C)C(=N)N=C5O)N5C=NC6=C5NC(=N)N=C6O)N5C=C(C)C(=N)N=C5O)N5C=C(C)C(O)=NC5=O)N5C=C(C)C(=N)N=C5O)N5C=NC6=C5NC(=N)N=C6O)N5C=NC6=C5NC(=N)N=C6O)OC(C4OCCOC)N4C=C(C)C(O)=NC4=O)OC(C3OCCOC)N3C=C(C)C(=N)N=C3O)OC(C2OCCOC)N2C=NC3=C(N)N=CN=C23)OC1N1C=C(C)C(O)=NC1=O
DB07520	[H][C@@](CS(=O)(=O)N1CCOCC1)(N[C@@]([H])(C1=CC=C(F)C=C1)C(F)(F)F)C(=O)NC1(CN)CC1
DB01942	OC=O
DB05490	ClC1=CC=C(C(Cl)=C1)S(=O)(=O)NC1=CC(Cl)=C(OC2=CN=C3C=CC=CC3=C2)C(Cl)=C1
DB07855	[H][C@](N)(C1=CC=CC=C1)C1=CC=C(C=C1)C1=C2N=CNC2=NC=N1
DB02857	NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1
DB08218	O=N(=O)C1=CC=CC(=C1)\N=C1\N=CCC(=N1)C1=CC=CC(CN2C=NC=N2)=C1
DB00356	ClC1=CC2=C(OC(=O)N2)C=C1
DB00999	NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1
DB02249	CCOCCO
DB00845	CC(C)N=C1C=C2N(C3=CC=C(Cl)C=C3)C3=C(C=CC=C3)N=C2C=C1NC1=CC=C(Cl)C=C1
DB07932	[H][C@]12O[C@]([H])(C(C(=O)OC)=C1C(=O)OC)C(=C2C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
DB00705	CC(C)NC1=C(N=CC=C1)N1CCN(CC1)C(=O)C1=CC2=C(N1)C=CC(NS(C)(=O)=O)=C2
DB00536	NC(N)=N
DB00091	CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C
DB00932	[H][C@@](CC)(C1=CC(NS(=O)(=O)C2=NC=C(C=C2)C(F)(F)F)=CC=C1)C1=C(O)C[C@@](CCC)(CCC2=CC=CC=C2)OC1=O
DB08033	[H][C@@]1(C)CCC2=C(C1)C(C(=O)N(CC)CC)=C(NC(=O)C1=CC=CS1)S2
DB00357	CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1
DB01535	CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC2=CC=CC=C2)CC1)C(=O)OC
DB07388	CCOC(=O)N1CCC(CC1)NC1=NC=CC(C)=C1
DB08889	CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1
DB02510	[H][C@]1(CCCN1)C(O)=NS(=O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O
DB05814	CCC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(O)=O
DB07716	[H][C@@]12C[C@]3([H])O[C@]4([H])C\C=C/[C@]([H])(O)[C@@]([H])(CO)O[C@@]4([H])C=C[C@@]3([H])O[C@@]1([H])[C@]([H])(O)[C@@]1([H])OCC=CC[C@]1([H])O2
DB08690	COC1=C(OC)C(=O)C(C\C=C(/C)CCC=C(C)C)=C(C)C1=O
DB07428	COC1=CC(OCC2=CC=NC=C2)=C(C)C=C1
DB01156	CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1
DB02834	OC(=O)COC1=CC(F)=CC=C1C(=O)NCC1=NC2=C(S1)C(F)=CC(F)=C2F
DB02197	NS(=O)(=O)C1=CC=C(NC2=NC(=CC=N2)C2=CN=C3C=CC=CN23)C=C1
DB00901	CC1=CC=C(C=C1)C(=O)OC1=C(OC(=O)C2=CC=C(C)C=C2)C=C(C=C1)C(O)CNC(C)(C)C
DB02336	[H][C@@](CC1=CC(=C(C=C1)P(O)(O)=O)P(O)(O)=O)(N=C(C)O)C(O)=N[C@@]1([H])CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O
DB06290	[H]\C1=C([H])\[C@]2([H])C[C@]2(N=C(O)[C@]2([H])C[C@]([H])(C[C@@]2([H])C(=O)N(C)CCCC1)OC1=C2C=CC(OC)=C(C)C2=NC(=C1)C1=NC(=CS1)C(C)C)C(O)=NS(=O)(=O)C1CC1
DB04175	OC(=O)CCC1=C(NC2=C1C(Cl)=CC(Cl)=C2)C(O)=O
DB02796	[H][C@]1(CO)O[C@@]([H])(C2=CNC3=C2N=CN=C3O)[C@]([H])(O)[C@]1([H])O
DB00547	[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
DB01022	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\C(C)=C\CC1=C(C)C(=O)C2=C(C=CC=C2)C1=O
DB08441	BrC1=C2NCCCNS(=O)(=O)C3=CC=CC(NC(N=C1)=N2)=C3
DB01992	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCS
DB03064	CCCCCCCCCCC1=C(O)C(=O)NC1=O
DB04150	[H][C@](C)(O)[C@@]([H])(N=C(O)[C@]([H])(CC1=CC(I)=C(O)C(I)=C1)N=C(C)O)C(O)=O
DB02158	[H][C@]1(CSC)N[C@@]([H])(C2=CNC3=C2N=CNC3([H])N)[C@]([H])(O)[C@]1([H])O
DB00875	[H]\C(CCN1CCN(CCO)CC1)=C1/C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F
DB01222	[H][C@@]12C[C@H]3OC(CCC)O[C@@]3(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
DB02161	[H][C@](O)(C(=O)O[C@@]1([H])C[C@]2([H])CC[C@]([H])(C1)N2C)C1=CC=CC=C1
DB03468	NS(=O)(=O)C1=CC2=C(CCNC2)C=C1
DB06147	NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1
DB06403	COC([C@H](OC1=NC(C)=CC(C)=N1)C(O)=O)(C1=CC=CC=C1)C1=CC=CC=C1
DB00539	CN(C)CCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1
DB02538	CC(=O)NC1=NC(=CC=N1)C1=C(C)N=C2C=CC=CN12
DB04796	[H][C@@]1(CC[C@]2([H])\C(CCC[C@]12C)=C\C=C1C[C@@H](O)C[C@H](O)C1)[C@H](C)CC#CC(C)(C)O
DB07602	[H][C@](N)(CSCCC(=O)NC1=CC2=C(C=C1)N=CN=C2NC1=CC=CC=C1)C(O)=O
DB01366	CC[C@H](NC(C)C)[C@H](O)C1=C2C=CC(=O)NC2=C(O)C=C1
DB04059	NC(=N)C1=CC2=C(C=CC=C2NC2=NC=CC=N2)C=C1
DB04832	CN(C)C\C=C(\C1=CC=C(Br)C=C1)C1=CC=CN=C1
DB00457	COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1
DB01378	[Mg++]
DB08389	[H][C@]1(CCN(C1)C1=NC=NC2=CC(OC)=C(OC)C=C12)OC1=CC2=CC=CC=C2C=C1
DB06077	[H][C@]12CCN(CCCC(=O)C3=CC=C(F)C=C3)C[C@@]1([H])C1=CC=CC3=C1N2CCN3C
DB09272	COC1=CC=C(CN([C@@H](C)C2=NC(=CN2)C2=CC=CC=C2)C(=O)[C@@H](N)CC2=C(C)C=C(C=C2C)C(N)=O)C=C1C(O)=O
DB03707	CCS\C(N)=N\C1=CC=CC=C1
DB07159	COC1=CC(NC2=NC=C(F)C(NC3=CC=C4OC(C)(C)C(=O)NC4=N3)=N2)=CC(OC)=C1OC
DB00449	CNCC(O)C1=CC(OC(=O)C(C)(C)C)=C(OC(=O)C(C)(C)C)C=C1
DB01580	CC(C)NCC(O)COC1=CC=CC=C1OCC=C
DB02685	CC1=CC=CC(C[C@H](N)C(O)=O)=C1
DB08232	NC1=CC=C2NC(=CC2=N1)C1=CC(CC(O)=O)=CC(=C1O)C1=CC=CC(=C1)[N+]([O-])=O
DB02527	NC1=C2N=CN([C@@H]3O[C@@H]4COP(O)(=O)O[C@H]4[C@H]3O)C2=NC=N1
DB03280	[H][C@]1(O)C[C@@]([H])(O[C@]1([H])COP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O)N1C=C(C)C(O)=NC1=O
DB03639	NCCCCCCCNC(N)N
DB07154	[H][C@](N)(CC(=O)N1CCCNC(=O)[C@@]1([H])C)CC1=C(F)C=C(F)C(F)=C1
DB07444	CC1=CC2=C(C=C1)N(CCCN)C1=C2C2=C(C(=O)NC2=O)C(C)=C1
DB03158	O[C@H]1[C@@H](O)[C@@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1OP(O)(O)=O
DB07639	CCOC(=O)C(CC1=CC2=C(C=C1)C=CC(=C2)C(N)N)C1=CC=C(OC2CCNC2)C=C1
DB08577	CC1=CNC(\C=C2/C(=O)NC3=CC=CC=C23)=C1CCC(O)=O
DB03650	OC1=CC=C(C=C1)\N=C1/C(=O)NC2=CC=CC=C12
DB00427	CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC=N1
DB00123	NCCCC[C@H](N)C(O)=O
DB01488	CN(C)CCC1=CNC2=CC=CC=C12
DB01170	NC(N)=NCCN1CCCCCCC1
DB01033	S=C1N=CNC2=C1NC=N2
DB03769	[H][C@@](O)(CN1C=NC2=C(N)N=CN=C12)[C@@]([H])(O)C(O)=O
DB08150	[NH3+]C1(CC2=CC=C(Cl)C=C2)CCN(CC1)C1=C2C=CNC2=NC=N1
DB07761	[H]N(C1=CC=C(OC[C@H](O)CN(C)C)C=C1)C1=CC(=NC=N1)N([H])C1=C(F)C=CC=C1F
DB00593	CCC1(C)CC(=O)NC1=O
DB07960	[H][C@]1(O)C=C(O[C@@]([H])(OCC(C)C)[C@]1([H])NC(C)=O)C(O)=O
DB07179	CC1=C(C=CC=C1)C1=NC2=C(Br)C=NN2C(NCC2=C[N+]([O-])=CC=C2)=C1
DB00765	C[C@](N)(CC1=CC=C(O)C=C1)C(O)=O
DB06954	NS(=O)(=O)OC1=CC=C2C=C(CC3CCCCCC3)S(=O)(=O)C2=C1
DB02405	OC(=O)CCCCCCCCCCCBr
DB07167	CC1CCN(CC1)C1=CC=C(CO)C=C1NC(=O)C1=CC=C(O1)C#N
DB00135	N[C@@H](CC1=CC=C(O)C=C1)C(O)=O
DB04600	NS(=O)(=O)OC1=CC=C(CN(N2C=NN=C2)C2=CC=C(C=C2)C#N)C=C1Br
DB04065	O=CN(C1CCC1)C1CCCC1
DB07099	NCC(=O)NC1=CC=C(OCC2=CC=CC=C2)C=C1
DB03663	CC(C)C(=O)COC1=NC(N)=NC2=C1NC=N2
DB03393	[H]\C(CC[C@]([H])(C)[C@@]([H])(O)C[C@]1([H])O[C@@]2(N=C(O)[C@@]([H])(CC)C[C@]2([H])C)[C@@]([H])(C)[C@@]([H])(O)[C@@]1([H])C)=C(\[H])/C(/[H])=C(\C)[C@]1([H])C\C([H])=C(/[H])\C(\[H])=C([H])\[C@]([H])(O)[C@]([H])(C)[C@@]([H])(O)[C@@]([H])(CCC(C)=O)C(O)=N[C@@]([H])(C(C)C)C(O)=N[C@@]([H])(CC2=CC(O)=CC=C2)C(=O)N2CCC[C@]([H])(N2)C(=O)O1
DB03073	COC1=CC=CC(=C1)C(N)=O
DB04043	OC(=O)CCCCCC\C=C/[C@@H]1O[Fe@]23ON1CCCC[C@@H](NC(=O)[C@@H]1CO[C@H](N1)C1=CC=CC=C1O2)C(=O)OCCC(=O)N[C@@H]1CCCCN(O3)C1=O
DB02996	[H][C@](CS)(CC(C)C)C(O)=O
DB03216	NC1=NC=NC2=C1N=CN2[C@@H]1C=C[C@H](O)[C@H]1O
DB07956	[H][C@](NC(=O)OC(C)(C)C)(C(C)C)C(=O)NC1=CC=CC(Cl)=C1C=O
DB06987	CC(C)NC[C@@H](O)COC1=CC=C(CC(N)=O)C=C1
DB01613	[O-][N+](=O)OC[C@@H](O[N+]([O-])=O)[C@H](CO[N+]([O-])=O)O[N+]([O-])=O
DB02342	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C(OC)=C3
DB03214	N[C@@H](C=C)C(O)=O
DB08032	CCN(CC)C(=O)C1=C(NC(=O)C2=CC=CS2)SC2=C1CCCC2
DB04101	CC1=NC(C)=C(S1)C1=CC=NC(N\C=N/O)=N1
DB00120	N[C@@H](CC1=CC=CC=C1)C(O)=O
DB07889	[H]N(C1=CC=C(OC[C@@H](O)CN(C)C)C=C1)C1=NC=CC(=N1)C1=C(C)N=C2C=CC=CN12
DB01085	CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O
DB01946	CN1C=C(C2=CC=CC=C12)C1=C(C(=O)NC1=O)C1=CN(CCCN)C2=C1C=CC=C2
DB04794	C1=CN(C=N1)C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1
DB03977	[H][C@](N)(CCCC[N+](C)(C)C)C(O)=O
DB02583	COC1=CC(CN(C)C2=CC3=C(N=C2)N=C(N)N=C3N)=C(OC)C=C1
DB07322	OC(=O)C1=C2CCCCC2=CC=C1NS(=O)(=O)C1=CC=CC=C1
DB00341	OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
DB00722	NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O
DB01551	[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CC[C@@H]2O
DB07636	CCCCCCCC1=C(O)C(=O)C2=C(N=CS2)C1=O
DB08844	O=C1NC2=C(N1)C(=O)NC(=O)N2
DB00915	NC12CC3CC(CC(C3)C1)C2
DB08003	[H][C@@](CC1=CC=C(C=C1)[C@]1([H])CC(=O)NS1(=O)=O)(NC(=O)[C@]([H])(CC1=CC=CC=C1)NC(C)=O)C(N)=O
DB02623	[H][C@]1(COP(O)(=O)OP(N)(O)=O)O[C@@]([H])(N2C=NC3=C2NC(=N)N=C3O)[C@]([H])(O)[C@]1([H])O
DB02175	OC(=O)CC(O)=O
DB04908	FC(F)(F)C1=CC(=CC=C1)N1CCN(CCN2C(=O)NC3=CC=CC=C23)CC1
DB08564	CN(C)C\C=C\C(=O)NC1=CC=C2N=CN=C(NC3=CC(Br)=CC=C3)C2=C1
DB04017	CN(CCCOC1=CC=C(Cl)C=C1Cl)CC#C
DB02464	NCC1=CC=CC=C1
DB07471	[H][C@](C)(OC1=C(SC(=C1)N1C=NC2=CC(OC)=C(OC)C=C12)C(N)=O)C1=CC=CC=C1Cl
DB06989	COC(=O)C(CC1=CC=CC=C1)(CC1=CC=C(NS(O)(=O)=O)C=C1)C(=O)OC
DB04387	N[C@H](CO)CC1CCCCC1
DB08133	NS(=O)(=O)C1=CC=C(NC(=O)C2=NNC3=C2C=CC=C3)C=C1
DB06711	C(C1=NCCN1)C1=CC=CC2=CC=CC=C12
DB07800	ClC1=CN=C(NS(=O)(=O)C2=C(NC(=O)C3=CC=C(C=C3)N3C=CC=CC3=O)C=CC=C2)C=C1
DB03046	COC1=CC=C2C=CC(=CC2=C1C1=CN(N=C1)S(C)(=O)=O)C(N)=N
DB02235	C[S@@](=O)CC[C@H](N)C(O)=O
DB04002	NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCCCCNCS
DB01006	N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N
DB08416	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=C(C=C(OC)C(OS(N)(=O)=O)=C4)[C@@]3([H])CC[C@]12C)OS(N)(=O)=O
DB04540	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C
DB07079	CC#CCOC1=CC=C(C=C1)S(=O)(=O)CCCS
DB02581	CC(C)C[C@@H](NC(N)=N)C(=O)NCC(=O)N1CCC(CC1)C1=CC(=NN1C)C1=CC=C(OCC2=CC=C(O2)C(O)=O)C(Cl)=C1Cl
DB01684	OC[C@@H](O)CSO
DB01062	CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1
DB08378	[H][C@](O)(CCC(O)=O)NC1=CC=C(C=C1)N1C(=O)CCC1=O
DB02396	CCNC
DB08643	[H][C@@](CS)(NCC1=CC=C(C=C1)C1=CC=CC=C1)C(=O)NCC(=O)N[C@@]([H])(C(C)C)C(=O)OC
DB04882	OCC(CO)NN1C(=O)C2=C3C(NC4=C3C=CC(O)=C4)=C3N([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C4=C(C=CC(O)=C4)C3=C2C1=O
DB01333	[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CCC=CC1)C(O)=O
DB02347	CC(C)(C)C1=C(C[C@H](N)C(O)=O)C(OCP(O)(O)=O)=NO1
DB02805	[H][C@]1(CO)O[C@@]([H])(N2C=CC(O)=NC2=O)[C@@]([H])(O)[C@]1([H])OP(O)(O)=O
DB04301	NC(=N)C1=CC2=C(C=C1)N=C(N2)C(O)(O)C1=NC2=C(N1)C=C(C=C2)C([NH3+])=[NH2+]
DB00574	CCNC(C)CC1=CC(=CC=C1)C(F)(F)F
DB03877	[H][C@@]1(CN(CCOC)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O)NCC
DB08291	NCCCNC1=CC=CC=C1[N+]([O-])=O
DB07435	[H][C@@]1(O)CC2=C3C=CC4=CC=CC5=CC=C(C=C2[C@@]([H])(O)[C@]1([H])O)C3=C45
DB00580	CC1=C(C(=NO1)C1=CC=CC=C1)C1=CC=C(C=C1)S(N)(=O)=O
DB01261	N[C@@H](CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F)CC1=CC(F)=C(F)C=C1F
DB01157	COC1=CC(NCC2=C(C)C3=C(C=C2)N=C(N)N=C3N)=CC(OC)=C1OC
DB07789	CC1=CC(NC(=O)\N=C2\NC=C(CCNC3=NC=NC(NC4=NNC=N4)=C3)S2)=C(O1)C(F)(F)F
DB02395	CN1C(CCCO)=C(CO)C2=C1C(=O)C=C(N1CC1)C2=O
DB03221	CN[C@@H]1CN(C2=CC(OC)=CC=C2)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O
DB00140	CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
DB04779	CCS\C(CC1=CC=CC=C1)=N/OS(O)(=O)=O
DB03559	O=CNC1CCCCC1
DB06800	C[N@+]1(CC2CC2)CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@]2(O)CCC4=O)=C35
DB01870	[H][C@@]1(O)[C@@]([H])(O)[C@]([H])(S)[C@@]([H])(CO)O[C@]1([H])S
DB07540	C\C(C1=CC=C(O1)C1=CC=C(C=C1)S(N)(=O)=O)=C1\SC(=N)NC1=O
DB07630	[H][C@]1(CCCC[C@@]1([H])NC(=O)C1=NC2=C(CN(C)CC2)S1)NC(=O)C1=CC2=C(N1)C=CC(Cl)=C2
DB02029	IC1=CC=C(NC(=O)NC2CCCCC2)C=C1
DB07593	[H][C@@](CCCC)(NC(=O)OC1(CC2=CC=CC=C2)CCCC1)C=O
